Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-13 09:00:00+09:00,6170.0,6190.0,6130.0,6170.0,0,0.0,0.0
2024-09-13 09:05:00+09:00,6190.0,6190.0,6160.0,6180.0,995,0.0,0.0
2024-09-13 09:10:00+09:00,6170.0,6170.0,6150.0,6150.0,42,0.0,0.0
2024-09-13 09:15:00+09:00,6150.0,6150.0,6100.0,6100.0,1714,0.0,0.0
2024-09-13 09:20:00+09:00,6100.0,6140.0,6100.0,6140.0,948,0.0,0.0
2024-09-13 09:25:00+09:00,6140.0,6140.0,6140.0,6140.0,0,0.0,0.0
2024-09-13 09:30:00+09:00,6140.0,6140.0,6140.0,6140.0,29,0.0,0.0
2024-09-13 09:35:00+09:00,6130.0,6140.0,6120.0,6140.0,230,0.0,0.0
2024-09-13 09:40:00+09:00,6140.0,6140.0,6120.0,6120.0,479,0.0,0.0
2024-09-13 09:45:00+09:00,6120.0,6160.0,6120.0,6160.0,2834,0.0,0.0
2024-09-13 09:50:00+09:00,6120.0,6120.0,6120.0,6120.0,43,0.0,0.0
2024-09-13 09:55:00+09:00,6120.0,6140.0,6090.0,6140.0,1062,0.0,0.0
2024-09-13 10:00:00+09:00,6140.0,6140.0,6140.0,6140.0,36,0.0,0.0
2024-09-13 10:05:00+09:00,6100.0,6140.0,6100.0,6140.0,858,0.0,0.0
2024-09-13 10:10:00+09:00,6120.0,6120.0,6110.0,6110.0,1860,0.0,0.0
2024-09-13 10:15:00+09:00,6110.0,6120.0,6100.0,6120.0,2019,0.0,0.0
2024-09-13 10:20:00+09:00,6120.0,6120.0,6090.0,6090.0,658,0.0,0.0
2024-09-13 10:25:00+09:00,6110.0,6110.0,6090.0,6110.0,0,0.0,0.0
2024-09-13 10:30:00+09:00,6110.0,6110.0,6110.0,6110.0,702,0.0,0.0
2024-09-13 10:35:00+09:00,6110.0,6110.0,6110.0,6110.0,0,0.0,0.0
2024-09-13 10:40:00+09:00,6120.0,6120.0,6110.0,6110.0,30,0.0,0.0
2024-09-13 10:45:00+09:00,6110.0,6120.0,6110.0,6110.0,120,0.0,0.0
2024-09-13 10:50:00+09:00,6120.0,6140.0,6120.0,6140.0,355,0.0,0.0
2024-09-13 10:55:00+09:00,6130.0,6140.0,6130.0,6140.0,26,0.0,0.0
2024-09-13 11:00:00+09:00,6130.0,6140.0,6130.0,6140.0,29,0.0,0.0
2024-09-13 11:05:00+09:00,6130.0,6140.0,6090.0,6140.0,2154,0.0,0.0
2024-09-13 11:15:00+09:00,6110.0,6140.0,6100.0,6140.0,211,0.0,0.0
2024-09-13 11:25:00+09:00,6110.0,6140.0,6090.0,6140.0,52,0.0,0.0
2024-09-13 11:35:00+09:00,6100.0,6140.0,6090.0,6130.0,1065,0.0,0.0
2024-09-13 11:40:00+09:00,6130.0,6130.0,6120.0,6120.0,7,0.0,0.0
2024-09-13 11:45:00+09:00,6120.0,6130.0,6090.0,6120.0,84,0.0,0.0
2024-09-13 11:50:00+09:00,6120.0,6120.0,6110.0,6120.0,1,0.0,0.0
2024-09-13 11:55:00+09:00,6100.0,6120.0,6090.0,6120.0,9,0.0,0.0
2024-09-13 12:00:00+09:00,6090.0,6120.0,6090.0,6120.0,115,0.0,0.0
2024-09-13 12:15:00+09:00,6110.0,6120.0,6110.0,6120.0,7,0.0,0.0
2024-09-13 12:20:00+09:00,6120.0,6120.0,6120.0,6120.0,0,0.0,0.0
2024-09-13 12:30:00+09:00,6120.0,6120.0,6100.0,6120.0,87,0.0,0.0
2024-09-13 12:50:00+09:00,6120.0,6130.0,6110.0,6130.0,213,0.0,0.0
2024-09-13 12:55:00+09:00,6110.0,6130.0,6110.0,6130.0,171,0.0,0.0
2024-09-13 13:05:00+09:00,6110.0,6130.0,6110.0,6130.0,35,0.0,0.0
2024-09-13 13:10:00+09:00,6130.0,6130.0,6130.0,6130.0,2,0.0,0.0
2024-09-13 13:15:00+09:00,6120.0,6120.0,6120.0,6120.0,23,0.0,0.0
2024-09-13 13:20:00+09:00,6120.0,6120.0,6110.0,6120.0,1643,0.0,0.0
2024-09-13 13:25:00+09:00,6120.0,6130.0,6120.0,6130.0,117,0.0,0.0
2024-09-13 13:30:00+09:00,6130.0,6130.0,6120.0,6120.0,28,0.0,0.0
2024-09-13 13:35:00+09:00,6130.0,6130.0,6130.0,6130.0,0,0.0,0.0
2024-09-13 13:40:00+09:00,6110.0,6110.0,6110.0,6110.0,216,0.0,0.0
2024-09-13 13:45:00+09:00,6110.0,6110.0,6110.0,6110.0,0,0.0,0.0
2024-09-13 13:50:00+09:00,6120.0,6120.0,6120.0,6120.0,0,0.0,0.0
2024-09-13 13:55:00+09:00,6120.0,6120.0,6110.0,6110.0,95,0.0,0.0
2024-09-13 14:00:00+09:00,6120.0,6120.0,6110.0,6120.0,0,0.0,0.0
2024-09-13 14:10:00+09:00,6110.0,6120.0,6090.0,6120.0,2557,0.0,0.0
2024-09-13 14:15:00+09:00,6120.0,6120.0,6120.0,6120.0,8,0.0,0.0
2024-09-13 14:20:00+09:00,6120.0,6120.0,6120.0,6120.0,92,0.0,0.0
2024-09-13 14:25:00+09:00,6120.0,6120.0,6110.0,6120.0,7,0.0,0.0
2024-09-13 14:30:00+09:00,6120.0,6170.0,6120.0,6140.0,1768,0.0,0.0
2024-09-13 14:35:00+09:00,6160.0,6160.0,6140.0,6160.0,78,0.0,0.0
2024-09-13 14:40:00+09:00,6140.0,6150.0,6140.0,6150.0,37,0.0,0.0
2024-09-13 14:45:00+09:00,6150.0,6150.0,6140.0,6140.0,324,0.0,0.0
2024-09-13 14:50:00+09:00,6130.0,6150.0,6130.0,6150.0,100,0.0,0.0
2024-09-13 14:55:00+09:00,6150.0,6170.0,6150.0,6170.0,1148,0.0,0.0
2024-09-19 09:00:00+09:00,6080.0,6130.0,6080.0,6130.0,0,0.0,0.0
2024-09-19 09:05:00+09:00,6130.0,6140.0,6090.0,6090.0,544,0.0,0.0
2024-09-19 09:10:00+09:00,6140.0,6140.0,6100.0,6140.0,232,0.0,0.0
2024-09-19 09:15:00+09:00,6150.0,6160.0,6150.0,6160.0,92,0.0,0.0
2024-09-19 09:20:00+09:00,6160.0,6160.0,6160.0,6160.0,175,0.0,0.0
2024-09-19 09:25:00+09:00,6150.0,6160.0,6150.0,6160.0,75,0.0,0.0
2024-09-19 09:30:00+09:00,6160.0,6160.0,6120.0,6130.0,1262,0.0,0.0
2024-09-19 09:35:00+09:00,6150.0,6150.0,6110.0,6110.0,2115,0.0,0.0
2024-09-19 09:40:00+09:00,6150.0,6150.0,6150.0,6150.0,0,0.0,0.0
2024-09-19 09:45:00+09:00,6150.0,6160.0,6150.0,6160.0,156,0.0,0.0
2024-09-19 09:50:00+09:00,6150.0,6150.0,6120.0,6150.0,789,0.0,0.0
2024-09-19 09:55:00+09:00,6150.0,6160.0,6150.0,6160.0,202,0.0,0.0
