Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-09 09:30:00-04:00,0.2651999890804291,0.2651999890804291,0.2651999890804291,0.2651999890804291,9396,0.0,0.0
2024-09-09 09:52:00-04:00,0.26809999346733093,0.26809999346733093,0.26809999346733093,0.26809999346733093,1318,0.0,0.0
2024-09-09 10:00:00-04:00,0.26010000705718994,0.26010000705718994,0.26010000705718994,0.26010000705718994,7501,0.0,0.0
2024-09-09 10:01:00-04:00,0.26019999384880066,0.26019999384880066,0.26019999384880066,0.26019999384880066,750,0.0,0.0
2024-09-09 10:02:00-04:00,0.26080000400543213,0.26080000400543213,0.26080000400543213,0.26080000400543213,426,0.0,0.0
2024-09-09 10:21:00-04:00,0.26570001244544983,0.26570001244544983,0.26570001244544983,0.26570001244544983,2052,0.0,0.0
2024-09-09 10:30:00-04:00,0.2621999979019165,0.2621999979019165,0.2621999979019165,0.2621999979019165,240,0.0,0.0
2024-09-09 10:32:00-04:00,0.26489999890327454,0.26489999890327454,0.26489999890327454,0.26489999890327454,7214,0.0,0.0
2024-09-09 10:33:00-04:00,0.26080000400543213,0.26080000400543213,0.25999999046325684,0.25999999046325684,5585,0.0,0.0
2024-09-09 10:36:00-04:00,0.2648000121116638,0.2648000121116638,0.2648000121116638,0.2648000121116638,1230,0.0,0.0
2024-09-09 10:58:00-04:00,0.2597000002861023,0.2597000002861023,0.2597000002861023,0.2597000002861023,7125,0.0,0.0
2024-09-09 11:01:00-04:00,0.25540000200271606,0.25540000200271606,0.25540000200271606,0.25540000200271606,5423,0.0,0.0
2024-09-09 11:14:00-04:00,0.25,0.25,0.2409999966621399,0.2409999966621399,11978,0.0,0.0
2024-09-09 11:17:00-04:00,0.24210000038146973,0.24210000038146973,0.24210000038146973,0.24210000038146973,382,0.0,0.0
2024-09-09 11:19:00-04:00,0.24199999868869781,0.24210000038146973,0.24199999868869781,0.24199999868869781,7819,0.0,0.0
2024-09-09 11:22:00-04:00,0.24210000038146973,0.24210000038146973,0.24199999868869781,0.24210000038146973,5148,0.0,0.0
2024-09-09 11:23:00-04:00,0.24199999868869781,0.2459000051021576,0.24199999868869781,0.24250000715255737,5975,0.0,0.0
2024-09-09 11:24:00-04:00,0.24250000715255737,0.24250000715255737,0.24250000715255737,0.24250000715255737,2881,0.0,0.0
2024-09-09 11:29:00-04:00,0.2451999932527542,0.2451999932527542,0.2451999932527542,0.2451999932527542,7422,0.0,0.0
2024-09-09 11:30:00-04:00,0.24779999256134033,0.24779999256134033,0.24779999256134033,0.24779999256134033,0,0.0,0.0
2024-09-09 11:34:00-04:00,0.2451999932527542,0.2451999932527542,0.23999999463558197,0.23999999463558197,7067,0.0,0.0
2024-09-09 11:36:00-04:00,0.23999999463558197,0.23999999463558197,0.23999999463558197,0.23999999463558197,1084,0.0,0.0
2024-09-09 11:37:00-04:00,0.23999999463558197,0.23999999463558197,0.23999999463558197,0.23999999463558197,3616,0.0,0.0
2024-09-09 11:40:00-04:00,0.24500000476837158,0.24500000476837158,0.24500000476837158,0.24500000476837158,2032,0.0,0.0
2024-09-09 11:53:00-04:00,0.24500000476837158,0.24500000476837158,0.24500000476837158,0.24500000476837158,12136,0.0,0.0
2024-09-09 11:54:00-04:00,0.2401999980211258,0.2401999980211258,0.2401999980211258,0.2401999980211258,0,0.0,0.0
2024-09-09 11:59:00-04:00,0.2409999966621399,0.2409999966621399,0.2409999966621399,0.2409999966621399,200,0.0,0.0
2024-09-09 12:01:00-04:00,0.24130000174045563,0.24130000174045563,0.24130000174045563,0.24130000174045563,100,0.0,0.0
2024-09-09 12:02:00-04:00,0.24130000174045563,0.24490000307559967,0.24130000174045563,0.24490000307559967,4007,0.0,0.0
2024-09-09 12:03:00-04:00,0.24320000410079956,0.24320000410079956,0.24320000410079956,0.24320000410079956,4113,0.0,0.0
2024-09-09 12:07:00-04:00,0.24199999868869781,0.24199999868869781,0.24199999868869781,0.24199999868869781,20196,0.0,0.0
2024-09-09 12:08:00-04:00,0.24210000038146973,0.24210000038146973,0.24210000038146973,0.24210000038146973,1833,0.0,0.0
2024-09-09 12:11:00-04:00,0.24480000138282776,0.24480000138282776,0.23559999465942383,0.23559999465942383,27450,0.0,0.0
2024-09-09 12:15:00-04:00,0.24130000174045563,0.24130000174045563,0.23800000548362732,0.23800000548362732,721,0.0,0.0
2024-09-09 12:16:00-04:00,0.24130000174045563,0.24130000174045563,0.24130000174045563,0.24130000174045563,0,0.0,0.0
2024-09-09 12:19:00-04:00,0.24130000174045563,0.24480000138282776,0.24130000174045563,0.24480000138282776,5834,0.0,0.0
2024-09-09 12:24:00-04:00,0.2402999997138977,0.2402999997138977,0.2402999997138977,0.2402999997138977,2598,0.0,0.0
2024-09-09 12:25:00-04:00,0.23800000548362732,0.23800000548362732,0.23800000548362732,0.23800000548362732,2903,0.0,0.0
2024-09-09 12:26:00-04:00,0.23579999804496765,0.23579999804496765,0.23579999804496765,0.23579999804496765,208,0.0,0.0
2024-09-09 12:32:00-04:00,0.24009999632835388,0.24009999632835388,0.24009999632835388,0.24009999632835388,1040,0.0,0.0
2024-09-09 12:33:00-04:00,0.24009999632835388,0.24009999632835388,0.23800000548362732,0.23800000548362732,1,0.0,0.0
2024-09-09 12:36:00-04:00,0.23800000548362732,0.23800000548362732,0.23800000548362732,0.23800000548362732,705,0.0,0.0
2024-09-09 12:39:00-04:00,0.23569999635219574,0.23569999635219574,0.2320999950170517,0.2320999950170517,21735,0.0,0.0
2024-09-09 12:43:00-04:00,0.23309999704360962,0.23980000615119934,0.23309999704360962,0.23980000615119934,1165,0.0,0.0
2024-09-09 12:56:00-04:00,0.23989999294281006,0.23989999294281006,0.23499999940395355,0.23499999940395355,312,0.0,0.0
2024-09-09 12:58:00-04:00,0.2371000051498413,0.2371000051498413,0.23499999940395355,0.23499999940395355,1617,0.0,0.0
2024-09-09 13:02:00-04:00,0.23919999599456787,0.23919999599456787,0.23919999599456787,0.23919999599456787,900,0.0,0.0
2024-09-09 13:03:00-04:00,0.23759999871253967,0.23759999871253967,0.23759999871253967,0.23759999871253967,743,0.0,0.0
2024-09-09 13:04:00-04:00,0.23919999599456787,0.23919999599456787,0.23919999599456787,0.23919999599456787,10235,0.0,0.0
2024-09-09 13:05:00-04:00,0.23919999599456787,0.23919999599456787,0.23839999735355377,0.23839999735355377,8990,0.0,0.0
2024-09-09 13:06:00-04:00,0.23909999430179596,0.23919999599456787,0.23909999430179596,0.23919999599456787,5904,0.0,0.0
2024-09-09 13:07:00-04:00,0.23919999599456787,0.23919999599456787,0.23919999599456787,0.23919999599456787,343,0.0,0.0
2024-09-09 13:10:00-04:00,0.2361000031232834,0.2361000031232834,0.2361000031232834,0.2361000031232834,4324,0.0,0.0
2024-09-09 13:12:00-04:00,0.23909999430179596,0.23909999430179596,0.23909999430179596,0.23909999430179596,0,0.0,0.0
2024-09-09 13:15:00-04:00,0.2378000020980835,0.2378000020980835,0.2378000020980835,0.2378000020980835,0,0.0,0.0
2024-09-09 13:21:00-04:00,0.2393999993801117,0.2393999993801117,0.2393999993801117,0.2393999993801117,1291,0.0,0.0
2024-09-09 13:33:00-04:00,0.2379000037908554,0.2379000037908554,0.2379000037908554,0.2379000037908554,426,0.0,0.0
2024-09-09 13:35:00-04:00,0.2393999993801117,0.2393999993801117,0.2393999993801117,0.2393999993801117,2482,0.0,0.0
2024-09-09 13:39:00-04:00,0.23929999768733978,0.23929999768733978,0.23929999768733978,0.23929999768733978,271,0.0,0.0
2024-09-09 13:49:00-04:00,0.23919999599456787,0.23919999599456787,0.23839999735355377,0.23839999735355377,920,0.0,0.0
2024-09-09 13:50:00-04:00,0.23720000684261322,0.23720000684261322,0.23720000684261322,0.23720000684261322,348,0.0,0.0
2024-09-09 13:52:00-04:00,0.23909999430179596,0.23909999430179596,0.23909999430179596,0.23909999430179596,1164,0.0,0.0
2024-09-09 13:53:00-04:00,0.23909999430179596,0.23909999430179596,0.23909999430179596,0.23909999430179596,1187,0.0,0.0
2024-09-09 13:54:00-04:00,0.23770000040531158,0.23770000040531158,0.23770000040531158,0.23770000040531158,0,0.0,0.0
2024-09-09 13:55:00-04:00,0.23819999396800995,0.23819999396800995,0.23819999396800995,0.23819999396800995,300,0.0,0.0
2024-09-09 13:56:00-04:00,0.2371000051498413,0.23800000548362732,0.2371000051498413,0.23800000548362732,720,0.0,0.0
2024-09-09 14:02:00-04:00,0.23819999396800995,0.23819999396800995,0.23819999396800995,0.23819999396800995,820,0.0,0.0
2024-09-09 14:11:00-04:00,0.2371000051498413,0.2371000051498413,0.2371000051498413,0.2371000051498413,2868,0.0,0.0
2024-09-09 14:14:00-04:00,0.23499999940395355,0.23499999940395355,0.23499999940395355,0.23499999940395355,368,0.0,0.0
2024-09-09 14:23:00-04:00,0.23499999940395355,0.23510000109672546,0.23499999940395355,0.23499999940395355,11213,0.0,0.0
2024-09-09 14:29:00-04:00,0.2378000020980835,0.2378000020980835,0.2378000020980835,0.2378000020980835,1088,0.0,0.0
2024-09-09 14:30:00-04:00,0.23499999940395355,0.23499999940395355,0.23499999940395355,0.23499999940395355,284,0.0,0.0
2024-09-09 14:31:00-04:00,0.23499999940395355,0.23499999940395355,0.23499999940395355,0.23499999940395355,412,0.0,0.0
2024-09-09 14:38:00-04:00,0.23499999940395355,0.23499999940395355,0.23499999940395355,0.23499999940395355,214,0.0,0.0
2024-09-09 14:43:00-04:00,0.23510000109672546,0.23510000109672546,0.23510000109672546,0.23510000109672546,6021,0.0,0.0
