Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-21 09:30:00-04:00,26.3700008392334,26.3799991607666,26.329999923706055,26.375,45369,0.0,0.0,0.0
2024-10-21 09:31:00-04:00,26.3700008392334,26.382600784301758,26.315000534057617,26.315000534057617,11983,0.0,0.0,0.0
2024-10-21 09:32:00-04:00,26.315000534057617,26.329999923706055,26.280000686645508,26.329999923706055,10619,0.0,0.0,0.0
2024-10-21 09:33:00-04:00,26.31999969482422,26.329999923706055,26.309999465942383,26.31999969482422,6511,0.0,0.0,0.0
2024-10-21 09:34:00-04:00,26.31999969482422,26.360000610351562,26.31999969482422,26.360000610351562,7564,0.0,0.0,0.0
2024-10-21 09:35:00-04:00,26.3700008392334,26.3700008392334,26.360000610351562,26.3700008392334,4024,0.0,0.0,0.0
2024-10-21 09:36:00-04:00,26.3700008392334,26.3799991607666,26.360000610351562,26.3799991607666,2100,0.0,0.0,0.0
2024-10-21 09:37:00-04:00,26.3799991607666,26.395000457763672,26.3700008392334,26.3799991607666,1200,0.0,0.0,0.0
2024-10-21 09:38:00-04:00,26.3799991607666,26.395999908447266,26.3799991607666,26.395999908447266,2480,0.0,0.0,0.0
2024-10-21 09:39:00-04:00,26.389999389648438,26.389999389648438,26.3799991607666,26.3799991607666,9869,0.0,0.0,0.0
2024-10-21 09:40:00-04:00,26.3700008392334,26.389999389648438,26.3700008392334,26.3799991607666,2242,0.0,0.0,0.0
2024-10-21 09:41:00-04:00,26.3700008392334,26.3700008392334,26.3700008392334,26.3700008392334,300,0.0,0.0,0.0
2024-10-21 09:42:00-04:00,26.399999618530273,26.405000686645508,26.399999618530273,26.405000686645508,4936,0.0,0.0,0.0
2024-10-21 09:43:00-04:00,26.40999984741211,26.43000030517578,26.40999984741211,26.43000030517578,1670,0.0,0.0,0.0
2024-10-21 09:44:00-04:00,26.43000030517578,26.43000030517578,26.43000030517578,26.43000030517578,821,0.0,0.0,0.0
2024-10-21 09:45:00-04:00,26.424999237060547,26.424999237060547,26.399999618530273,26.399999618530273,3012,0.0,0.0,0.0
2024-10-21 09:46:00-04:00,26.389999389648438,26.389999389648438,26.3799991607666,26.3799991607666,3155,0.0,0.0,0.0
2024-10-21 09:47:00-04:00,26.389999389648438,26.389999389648438,26.375,26.389999389648438,2856,0.0,0.0,0.0
2024-10-21 09:48:00-04:00,26.389999389648438,26.399999618530273,26.38990020751953,26.399999618530273,1810,0.0,0.0,0.0
2024-10-21 09:49:00-04:00,26.40999984741211,26.40999984741211,26.40999984741211,26.40999984741211,1100,0.0,0.0,0.0
2024-10-21 09:50:00-04:00,26.399999618530273,26.399999618530273,26.3799991607666,26.3799991607666,1897,0.0,0.0,0.0
2024-10-21 09:51:00-04:00,26.3799991607666,26.389999389648438,26.3799991607666,26.3799991607666,3628,0.0,0.0,0.0
2024-10-21 09:52:00-04:00,26.3700008392334,26.3799991607666,26.362199783325195,26.3799991607666,1004,0.0,0.0,0.0
2024-10-21 09:53:00-04:00,26.3799991607666,26.385000228881836,26.3799991607666,26.385000228881836,4637,0.0,0.0,0.0
2024-10-21 09:54:00-04:00,26.3799991607666,26.399999618530273,26.375,26.399999618530273,3701,0.0,0.0,0.0
2024-10-21 09:55:00-04:00,26.399999618530273,26.420000076293945,26.399999618530273,26.420000076293945,1200,0.0,0.0,0.0
2024-10-21 09:56:00-04:00,26.420000076293945,26.42889976501465,26.420000076293945,26.42889976501465,1422,0.0,0.0,0.0
2024-10-21 09:57:00-04:00,26.43000030517578,26.43000030517578,26.420000076293945,26.43000030517578,3857,0.0,0.0,0.0
2024-10-21 09:58:00-04:00,26.43000030517578,26.434999465942383,26.43000030517578,26.43000030517578,530,0.0,0.0,0.0
2024-10-21 09:59:00-04:00,26.43000030517578,26.450000762939453,26.43000030517578,26.450000762939453,2668,0.0,0.0,0.0
2024-10-21 10:00:00-04:00,26.450000762939453,26.450000762939453,26.43000030517578,26.43000030517578,2513,0.0,0.0,0.0
2024-10-21 10:01:00-04:00,26.440000534057617,26.440000534057617,26.43000030517578,26.440000534057617,1143,0.0,0.0,0.0
2024-10-21 10:02:00-04:00,26.43000030517578,26.440000534057617,26.429899215698242,26.440000534057617,675,0.0,0.0,0.0
2024-10-21 10:03:00-04:00,26.440000534057617,26.440000534057617,26.420000076293945,26.420000076293945,3450,0.0,0.0,0.0
2024-10-21 10:04:00-04:00,26.41990089416504,26.44499969482422,26.41990089416504,26.44499969482422,1422,0.0,0.0,0.0
2024-10-21 10:05:00-04:00,26.440000534057617,26.440000534057617,26.43000030517578,26.440000534057617,800,0.0,0.0,0.0
2024-10-21 10:06:00-04:00,26.450000762939453,26.450000762939453,26.44659996032715,26.44659996032715,3710,0.0,0.0,0.0
2024-10-21 10:07:00-04:00,26.450000762939453,26.459999084472656,26.450000762939453,26.459999084472656,1051,0.0,0.0,0.0
