Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-12 09:30:00-04:00,157.58999633789062,159.67999267578125,157.3699951171875,157.94000244140625,235598,0.0,0.0
2024-08-12 09:31:00-04:00,157.93499755859375,157.94000244140625,157.93499755859375,157.94000244140625,1046,0.0,0.0
2024-08-12 09:32:00-04:00,157.93499755859375,157.93499755859375,157.93499755859375,157.93499755859375,205,0.0,0.0
2024-08-12 09:33:00-04:00,157.8300018310547,157.94000244140625,157.8300018310547,157.94000244140625,1439,0.0,0.0
2024-08-12 09:34:00-04:00,157.94000244140625,157.94000244140625,157.94000244140625,157.94000244140625,714,0.0,0.0
2024-08-12 09:35:00-04:00,157.96499633789062,157.96499633789062,157.9499969482422,157.9499969482422,2815,0.0,0.0
2024-08-12 09:36:00-04:00,157.9499969482422,157.9499969482422,157.9040069580078,157.9040069580078,1496,0.0,0.0
2024-08-12 09:37:00-04:00,157.92930603027344,157.92930603027344,157.88499450683594,157.88499450683594,1286,0.0,0.0
2024-08-12 09:39:00-04:00,157.78250122070312,157.86000061035156,157.55999755859375,157.8000030517578,9176,0.0,0.0
2024-08-12 09:40:00-04:00,157.77999877929688,157.9499969482422,157.5500030517578,157.93499755859375,16810,0.0,0.0
2024-08-12 09:41:00-04:00,157.8699951171875,158.0050048828125,157.83250427246094,157.93580627441406,9840,0.0,0.0
2024-08-12 09:42:00-04:00,157.60000610351562,157.6750030517578,157.55999755859375,157.6750030517578,1366,0.0,0.0
2024-08-12 09:43:00-04:00,157.8800048828125,157.8800048828125,157.0399932861328,157.14999389648438,4081,0.0,0.0
2024-08-12 09:46:00-04:00,157.3800048828125,157.47000122070312,157.3800048828125,157.47000122070312,15962,0.0,0.0
2024-08-12 09:47:00-04:00,157.4550018310547,157.4550018310547,157.4550018310547,157.4550018310547,634,0.0,0.0
2024-08-12 09:48:00-04:00,157.3699951171875,157.4149932861328,157.0800018310547,157.19140625,3721,0.0,0.0
2024-08-12 09:49:00-04:00,157.0,157.09500122070312,156.69000244140625,156.69869995117188,11997,0.0,0.0
2024-08-12 09:50:00-04:00,156.88999938964844,157.0,156.8800048828125,156.8800048828125,1652,0.0,0.0
2024-08-12 09:51:00-04:00,157.02999877929688,157.02999877929688,156.90499877929688,156.90499877929688,1752,0.0,0.0
