Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-08 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,300,0.0,0.0
2021-01-11 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-12 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-13 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-14 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-15 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,150,0.0,0.0
2021-01-19 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-20 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-21 00:00:00-05:00,14.727490425109863,14.727490425109863,14.727490425109863,14.727490425109863,0,0.0,0.0
2021-01-22 00:00:00-05:00,15.040840980025738,15.040840980025738,14.727490425109863,14.727490425109863,750,0.0,0.0
2021-01-25 00:00:00-05:00,15.040840148925781,15.040840148925781,15.040840148925781,15.040840148925781,150,0.0,0.0
2021-01-26 00:00:00-05:00,15.040840148925781,15.040840148925781,15.040840148925781,15.040840148925781,0,0.0,0.0
2021-01-27 00:00:00-05:00,15.354190826416016,15.667544074680166,15.354190826416016,15.354190826416016,2100,0.0,0.0
2021-01-28 00:00:00-05:00,15.636207054588544,15.974626541137695,15.636207054588544,15.974626541137695,2400,0.0,0.0
2021-01-29 00:00:00-05:00,16.294246673583984,16.294246673583984,16.294246673583984,16.294246673583984,3150,0.0,0.0
2021-02-01 00:00:00-05:00,16.294246673583984,16.294246673583984,16.294246673583984,16.294246673583984,0,0.0,0.0
2021-02-02 00:00:00-05:00,16.294246673583984,16.294246673583984,16.294246673583984,16.294246673583984,0,0.0,0.0
2021-02-03 00:00:00-05:00,16.294246673583984,16.294246673583984,16.294246673583984,16.294246673583984,600,0.0,0.0
2021-02-04 00:00:00-05:00,16.294246673583984,16.294246673583984,16.294246673583984,16.294246673583984,0,0.0,0.0
2021-02-05 00:00:00-05:00,16.98361587524414,16.98361587524414,16.98361587524414,16.98361587524414,300,0.0,0.0
2021-02-08 00:00:00-05:00,16.98361587524414,16.98361587524414,16.98361587524414,16.98361587524414,0,0.0,0.0
2021-02-09 00:00:00-05:00,16.98361587524414,16.98361587524414,16.98361587524414,16.98361587524414,0,0.0,0.0
