Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-26 00:00:00-05:00,3840.0,3848.0,3840.0,3848.0,103,0.0,0.0
2018-02-27 00:00:00-05:00,3840.0,3848.0,3840.0,3848.0,84,0.0,0.0
2018-02-28 00:00:00-05:00,3848.0,3848.0,3832.0,3832.0,6,0.0,0.0
2018-03-01 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-02 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-05 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-06 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-07 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-08 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-09 00:00:00-05:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-12 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-13 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-14 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-15 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-16 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-19 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-20 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-03-21 00:00:00-04:00,3848.0,3848.0,3848.0,3848.0,44,0.0,0.0
2018-03-22 00:00:00-04:00,3840.0,3840.0,3840.0,3840.0,525,0.0,0.0
2018-03-23 00:00:00-04:00,3840.0,3840.0,3840.0,3840.0,0,0.0,0.0
2018-03-26 00:00:00-04:00,3840.0,3852.800048828125,3836.0,3840.0,166,0.0,0.0
2018-03-27 00:00:00-04:00,3840.0,3873.60009765625,3836.0,3840.0,143,0.0,0.0
2018-03-28 00:00:00-04:00,3840.0,3840.0,3832.0,3832.0,2,0.0,0.0
2018-03-29 00:00:00-04:00,3832.0,3832.0,3832.0,3832.0,0,0.0,0.0
2018-04-02 00:00:00-04:00,3840.0,3840.0,3840.0,3840.0,126,0.0,0.0
2018-04-03 00:00:00-04:00,3840.0,3840.0,3840.0,3840.0,0,0.0,0.0
