Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1982-09-14 00:00:00-04:00,0.0,0.21832656860351562,0.16374492645263672,0.16374492645263672,2000,0.0,0.0
1982-09-15 00:00:00-04:00,0.0,0.21832656860351562,0.16374492645263672,0.16374492645263672,1600,0.0,0.0
1982-09-16 00:00:00-04:00,0.0,0.24561738967895508,0.21832656860351562,0.21832656860351562,72000,0.0,0.0
1982-09-17 00:00:00-04:00,0.0,0.27290821075439453,0.21832656860351562,0.21832656860351562,4400,0.0,0.0
1982-09-20 00:00:00-04:00,0.0,0.27290821075439453,0.24561738967895508,0.24561738967895508,8000,0.0,0.0
1982-09-21 00:00:00-04:00,0.24561738967895508,0.24561738967895508,0.24561738967895508,0.24561738967895508,0,0.0,0.0
1982-09-22 00:00:00-04:00,0.0,0.300199031829834,0.24561738967895508,0.24561738967895508,4000,0.0,0.0
1982-09-23 00:00:00-04:00,0.24561738967895508,0.24561738967895508,0.24561738967895508,0.24561738967895508,0,0.0,0.0
1982-09-24 00:00:00-04:00,0.24561738967895508,0.24561738967895508,0.24561738967895508,0.24561738967895508,0,0.0,0.0
1982-09-27 00:00:00-04:00,0.24561738967895508,0.24561738967895508,0.24561738967895508,0.24561738967895508,0,0.0,0.0
1982-09-28 00:00:00-04:00,0.0,0.300199031829834,0.24561738967895508,0.24561738967895508,4800,0.0,0.0
1982-09-29 00:00:00-04:00,0.24561738967895508,0.24561738967895508,0.24561738967895508,0.24561738967895508,0,0.0,0.0
1982-09-30 00:00:00-04:00,0.24561738967895508,0.24561738967895508,0.24561738967895508,0.24561738967895508,0,0.0,0.0
1982-10-01 00:00:00-04:00,0.0,0.300199031829834,0.24561738967895508,0.24561738967895508,8000,0.0,0.0
1982-10-04 00:00:00-04:00,0.0,0.300199031829834,0.24561738967895508,0.24561738967895508,1600,0.0,0.0
1982-10-05 00:00:00-04:00,0.0,0.300199031829834,0.24561738967895508,0.24561738967895508,10000,0.0,0.0
