Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-07-08 10:20:00-04:00,98.4800033569336,98.4800033569336,98.4800033569336,98.4800033569336,0,0.0,0.0,0.0
2024-07-08 10:26:00-04:00,98.46499633789062,98.46499633789062,98.46499633789062,98.46499633789062,432,0.0,0.0,0.0
2024-07-08 10:56:00-04:00,98.47019958496094,98.47019958496094,98.47019958496094,98.47019958496094,291,0.0,0.0,0.0
2024-07-08 12:08:00-04:00,98.45999908447266,98.45999908447266,98.45999908447266,98.45999908447266,785,0.0,0.0,0.0
2024-07-08 12:22:00-04:00,98.47000122070312,98.4800033569336,98.47000122070312,98.47000122070312,2204,0.0,0.0,0.0
2024-07-08 13:20:00-04:00,98.47000122070312,98.47920227050781,98.47000122070312,98.47920227050781,935,0.0,0.0,0.0
2024-07-08 13:41:00-04:00,98.47000122070312,98.47000122070312,98.47000122070312,98.47000122070312,696,0.0,0.0,0.0
2024-07-08 15:23:00-04:00,98.47799682617188,98.47799682617188,98.47799682617188,98.47799682617188,3999,0.0,0.0,0.0
2024-07-08 15:39:00-04:00,98.45999908447266,98.45999908447266,98.45999908447266,98.45999908447266,1900,0.0,0.0,0.0
2024-07-08 15:49:00-04:00,98.47000122070312,98.47000122070312,98.45999908447266,98.45999908447266,200,0.0,0.0,0.0
2024-07-09 12:13:00-04:00,98.4791030883789,98.4791030883789,98.4791030883789,98.4791030883789,803,0.0,0.0,0.0
2024-07-09 12:15:00-04:00,98.45999908447266,98.45999908447266,98.45999908447266,98.45999908447266,303,0.0,0.0,0.0
2024-07-09 12:39:00-04:00,98.4800033569336,98.4800033569336,98.4800033569336,98.4800033569336,138,0.0,0.0,0.0
2024-07-09 12:44:00-04:00,98.47000122070312,98.47000122070312,98.47000122070312,98.47000122070312,469,0.0,0.0,0.0
2024-07-09 12:45:00-04:00,98.4800033569336,98.4800033569336,98.4800033569336,98.4800033569336,213,0.0,0.0,0.0
2024-07-09 14:35:00-04:00,98.46649932861328,98.46649932861328,98.46649932861328,98.46649932861328,929,0.0,0.0,0.0
